route_id,trip_id,service_id,trip_short_name,trip_headsign,route_short_name,direction_id,block_id,shape_id,wheelchair_accessible,trip_bikes_allowed,bikes_allowed
generated_0,0,0,,,,0,,,,,
generated_0,1,0,,,,0,,,,,
generated_0,2,0,,,,0,,,,,
generated_0,3,0,,,,0,,,,,
generated_0,4,0,,,,0,,,,,
generated_0,5,0,,,,0,,,,,
generated_0,6,0,,,,0,,,,,
generated_0,7,0,,,,0,,,,,
generated_0,8,0,,,,0,,,,,
generated_0,9,0,,,,0,,,,,
generated_0,10,0,,,,0,,,,,
generated_0,11,0,,,,0,,,,,
generated_0,12,0,,,,0,,,,,
generated_0,13,0,,,,0,,,,,
generated_0,14,0,,,,0,,,,,
generated_0,15,0,,,,0,,,,,
generated_0,16,0,,,,0,,,,,
generated_0,17,0,,,,0,,,,,
generated_0,18,0,,,,0,,,,,
generated_0,19,0,,,,0,,,,,
generated_0,20,0,,,,0,,,,,
generated_0,21,0,,,,0,,,,,
generated_0,22,0,,,,0,,,,,
generated_0,23,0,,,,0,,,,,
generated_0,24,0,,,,0,,,,,
generated_0,25,0,,,,0,,,,,
generated_0,26,0,,,,0,,,,,
generated_0,27,0,,,,0,,,,,
generated_0,28,0,,,,0,,,,,
generated_0,29,0,,,,0,,,,,
generated_0,30,0,,,,0,,,,,
generated_0,31,0,,,,0,,,,,
generated_0,32,0,,,,0,,,,,
generated_0,33,0,,,,0,,,,,
generated_0,34,0,,,,0,,,,,
generated_0,35,0,,,,0,,,,,
generated_0,36,0,,,,0,,,,,
generated_0,37,0,,,,0,,,,,
generated_0,38,0,,,,0,,,,,
generated_0,39,0,,,,0,,,,,
generated_0,40,0,,,,0,,,,,
generated_0,41,0,,,,0,,,,,
generated_0,42,0,,,,0,,,,,
generated_0,43,0,,,,0,,,,,
generated_0,44,0,,,,0,,,,,
generated_0,45,0,,,,0,,,,,
generated_0,46,0,,,,0,,,,,
generated_0,47,0,,,,0,,,,,
generated_0,48,0,,,,0,,,,,
generated_0,49,0,,,,0,,,,,
generated_0,50,0,,,,0,,,,,
generated_0,51,0,,,,0,,,,,
generated_0,52,0,,,,0,,,,,
generated_0,53,0,,,,0,,,,,
generated_0,54,0,,,,0,,,,,
generated_0,55,0,,,,0,,,,,
generated_0,56,0,,,,0,,,,,
generated_0,57,0,,,,0,,,,,
generated_0,58,0,,,,0,,,,,
generated_0,59,0,,,,0,,,,,
generated_0,60,0,,,,0,,,,,
generated_0,61,0,,,,0,,,,,
generated_0,62,0,,,,0,,,,,
generated_0,63,0,,,,0,,,,,
generated_0,64,0,,,,0,,,,,
generated_0,65,0,,,,0,,,,,
generated_0,66,0,,,,0,,,,,
generated_0,67,0,,,,0,,,,,
generated_0,68,0,,,,0,,,,,
generated_0,69,0,,,,0,,,,,
generated_0,70,0,,,,0,,,,,
generated_0,71,0,,,,0,,,,,
generated_0,72,0,,,,0,,,,,
generated_0,73,0,,,,0,,,,,
generated_0,74,0,,,,0,,,,,
generated_0,75,0,,,,0,,,,,
generated_0,76,0,,,,0,,,,,
generated_0,77,0,,,,0,,,,,
generated_0,78,0,,,,0,,,,,
generated_0,79,0,,,,0,,,,,
generated_0,80,0,,,,0,,,,,
generated_0,81,0,,,,0,,,,,
generated_0,82,0,,,,0,,,,,
generated_0,83,0,,,,0,,,,,
generated_0,84,0,,,,0,,,,,
generated_0,85,0,,,,0,,,,,
generated_0,86,0,,,,0,,,,,
generated_0,87,0,,,,0,,,,,
generated_0,88,0,,,,0,,,,,
generated_0,89,0,,,,0,,,,,
generated_0,90,0,,,,0,,,,,
generated_0,91,0,,,,0,,,,,
generated_0,92,0,,,,0,,,,,
generated_0,93,0,,,,0,,,,,
generated_0,94,0,,,,0,,,,,
generated_0,95,0,,,,0,,,,,
generated_0,96,0,,,,0,,,,,
generated_0,97,0,,,,0,,,,,
generated_0,98,0,,,,0,,,,,
generated_0,99,0,,,,0,,,,,
generated_0,100,0,,,,0,,,,,
generated_0,101,0,,,,0,,,,,
generated_0,102,0,,,,0,,,,,
generated_0,103,0,,,,0,,,,,
generated_0,104,0,,,,0,,,,,
generated_0,105,0,,,,0,,,,,
generated_0,106,0,,,,0,,,,,
generated_0,107,0,,,,0,,,,,
generated_0,108,0,,,,0,,,,,
generated_0,109,0,,,,0,,,,,
generated_0,110,0,,,,0,,,,,
generated_0,111,0,,,,0,,,,,
generated_0,112,0,,,,0,,,,,
generated_0,113,0,,,,0,,,,,
generated_0,114,0,,,,0,,,,,
generated_0,115,0,,,,0,,,,,
generated_0,116,0,,,,0,,,,,
generated_0,117,0,,,,0,,,,,
generated_0,118,0,,,,0,,,,,
generated_0,119,0,,,,0,,,,,
generated_0,120,0,,,,0,,,,,
generated_0,121,0,,,,0,,,,,
generated_0,122,0,,,,0,,,,,
generated_0,123,0,,,,0,,,,,
generated_0,124,0,,,,0,,,,,
generated_0,125,0,,,,0,,,,,
generated_0,126,0,,,,0,,,,,
generated_0,127,0,,,,0,,,,,
generated_0,128,0,,,,0,,,,,
generated_0,129,0,,,,0,,,,,
generated_0,130,0,,,,0,,,,,
generated_0,131,0,,,,0,,,,,
generated_0,132,0,,,,0,,,,,
generated_0,133,0,,,,0,,,,,
generated_0,134,0,,,,0,,,,,
generated_0,135,0,,,,0,,,,,
generated_0,136,0,,,,0,,,,,
generated_0,137,0,,,,0,,,,,
generated_0,138,0,,,,0,,,,,
generated_0,139,0,,,,0,,,,,
generated_0,140,0,,,,0,,,,,
generated_0,141,0,,,,0,,,,,
generated_0,142,0,,,,0,,,,,
generated_0,143,0,,,,0,,,,,
generated_0,144,0,,,,0,,,,,
generated_0,145,0,,,,0,,,,,
generated_0,146,0,,,,0,,,,,
generated_0,147,0,,,,0,,,,,
generated_0,148,0,,,,0,,,,,
generated_0,149,0,,,,0,,,,,
generated_0,150,0,,,,0,,,,,
generated_0,151,0,,,,0,,,,,
generated_0,152,0,,,,0,,,,,
generated_0,153,0,,,,0,,,,,
generated_0,154,0,,,,0,,,,,
generated_0,155,0,,,,0,,,,,
generated_0,156,0,,,,0,,,,,
generated_0,157,0,,,,0,,,,,
generated_0,158,0,,,,0,,,,,
generated_0,159,0,,,,0,,,,,
generated_0,160,0,,,,0,,,,,
generated_0,161,0,,,,0,,,,,
generated_0,162,0,,,,0,,,,,
generated_0,163,0,,,,0,,,,,
generated_0,164,0,,,,0,,,,,
generated_0,165,0,,,,0,,,,,
generated_0,166,0,,,,0,,,,,
generated_0,167,0,,,,0,,,,,
generated_0,168,0,,,,0,,,,,
generated_0,169,0,,,,0,,,,,
generated_0,170,0,,,,0,,,,,
generated_0,171,0,,,,0,,,,,
generated_0,172,0,,,,0,,,,,
generated_0,173,0,,,,0,,,,,
generated_0,174,0,,,,0,,,,,
generated_0,175,0,,,,0,,,,,
generated_0,176,0,,,,0,,,,,
generated_0,177,0,,,,0,,,,,
generated_0,178,0,,,,0,,,,,
generated_0,179,0,,,,0,,,,,
generated_0,180,0,,,,0,,,,,
generated_0,181,0,,,,0,,,,,
generated_0,182,0,,,,0,,,,,
generated_0,183,0,,,,0,,,,,
generated_0,184,0,,,,0,,,,,
generated_0,185,0,,,,0,,,,,
generated_0,186,0,,,,0,,,,,
generated_0,187,0,,,,0,,,,,
generated_0,188,0,,,,0,,,,,
generated_0,189,0,,,,0,,,,,
generated_0,190,0,,,,0,,,,,
generated_0,191,0,,,,0,,,,,
generated_0,192,0,,,,0,,,,,
generated_0,193,0,,,,0,,,,,
generated_0,194,0,,,,0,,,,,
generated_0,195,0,,,,0,,,,,
generated_0,196,0,,,,0,,,,,
generated_0,197,0,,,,0,,,,,
generated_0,198,0,,,,0,,,,,
generated_0,199,0,,,,0,,,,,
generated_0,200,0,,,,0,,,,,
generated_0,201,0,,,,0,,,,,
generated_0,202,0,,,,0,,,,,
generated_0,203,0,,,,0,,,,,
generated_0,204,0,,,,0,,,,,
generated_0,205,0,,,,0,,,,,
generated_0,206,0,,,,0,,,,,
generated_0,207,0,,,,0,,,,,
generated_0,208,0,,,,0,,,,,
generated_0,209,0,,,,0,,,,,
generated_0,210,0,,,,0,,,,,
generated_0,211,0,,,,0,,,,,
generated_0,212,0,,,,0,,,,,
generated_0,213,0,,,,0,,,,,
generated_0,214,0,,,,0,,,,,
generated_0,215,0,,,,0,,,,,
generated_0,216,0,,,,1,,,,,
generated_0,217,0,,,,1,,,,,
generated_0,218,0,,,,1,,,,,
generated_0,219,0,,,,1,,,,,
generated_0,220,0,,,,1,,,,,
generated_0,221,0,,,,1,,,,,
generated_0,222,0,,,,1,,,,,
generated_0,223,0,,,,1,,,,,
generated_0,224,0,,,,1,,,,,
generated_0,225,0,,,,1,,,,,
generated_0,226,0,,,,1,,,,,
generated_0,227,0,,,,1,,,,,
generated_0,228,0,,,,1,,,,,
generated_0,229,0,,,,1,,,,,
generated_0,230,0,,,,1,,,,,
generated_0,231,0,,,,1,,,,,
generated_0,232,0,,,,1,,,,,
generated_0,233,0,,,,1,,,,,
generated_0,234,0,,,,1,,,,,
generated_0,235,0,,,,1,,,,,
generated_0,236,0,,,,1,,,,,
generated_0,237,0,,,,1,,,,,
generated_0,238,0,,,,1,,,,,
generated_0,239,0,,,,1,,,,,
generated_0,240,0,,,,1,,,,,
generated_0,241,0,,,,1,,,,,
generated_0,242,0,,,,1,,,,,
generated_0,243,0,,,,1,,,,,
generated_0,244,0,,,,1,,,,,
generated_0,245,0,,,,1,,,,,
generated_0,246,0,,,,1,,,,,
generated_0,247,0,,,,1,,,,,
generated_0,248,0,,,,1,,,,,
generated_0,249,0,,,,1,,,,,
generated_0,250,0,,,,1,,,,,
generated_0,251,0,,,,1,,,,,
generated_0,252,0,,,,1,,,,,
generated_0,253,0,,,,1,,,,,
generated_0,254,0,,,,1,,,,,
generated_0,255,0,,,,1,,,,,
generated_0,256,0,,,,1,,,,,
generated_0,257,0,,,,1,,,,,
generated_0,258,0,,,,1,,,,,
generated_0,259,0,,,,1,,,,,
generated_0,260,0,,,,1,,,,,
generated_0,261,0,,,,1,,,,,
generated_0,262,0,,,,1,,,,,
generated_0,263,0,,,,1,,,,,
generated_0,264,0,,,,1,,,,,
generated_0,265,0,,,,1,,,,,
generated_0,266,0,,,,1,,,,,
generated_0,267,0,,,,1,,,,,
generated_0,268,0,,,,1,,,,,
generated_0,269,0,,,,1,,,,,
generated_0,270,0,,,,1,,,,,
generated_0,271,0,,,,1,,,,,
generated_0,272,0,,,,1,,,,,
generated_0,273,0,,,,1,,,,,
generated_0,274,0,,,,1,,,,,
generated_0,275,0,,,,1,,,,,
generated_0,276,0,,,,1,,,,,
generated_0,277,0,,,,1,,,,,
generated_0,278,0,,,,1,,,,,
generated_0,279,0,,,,1,,,,,
generated_0,280,0,,,,1,,,,,
generated_0,281,0,,,,1,,,,,
generated_0,282,0,,,,1,,,,,
generated_0,283,0,,,,1,,,,,
generated_0,284,0,,,,1,,,,,
generated_0,285,0,,,,1,,,,,
generated_0,286,0,,,,1,,,,,
generated_0,287,0,,,,1,,,,,
generated_0,288,0,,,,1,,,,,
generated_0,289,0,,,,1,,,,,
generated_0,290,0,,,,1,,,,,
generated_0,291,0,,,,1,,,,,
generated_0,292,0,,,,1,,,,,
generated_0,293,0,,,,1,,,,,
generated_0,294,0,,,,1,,,,,
generated_0,295,0,,,,1,,,,,
generated_0,296,0,,,,1,,,,,
generated_0,297,0,,,,1,,,,,
generated_0,298,0,,,,1,,,,,
generated_0,299,0,,,,1,,,,,
generated_0,300,0,,,,1,,,,,
generated_0,301,0,,,,1,,,,,
generated_0,302,0,,,,1,,,,,
generated_0,303,0,,,,1,,,,,
generated_0,304,0,,,,1,,,,,
generated_0,305,0,,,,1,,,,,
generated_0,306,0,,,,1,,,,,
generated_0,307,0,,,,1,,,,,
generated_0,308,0,,,,1,,,,,
generated_0,309,0,,,,1,,,,,
generated_0,310,0,,,,1,,,,,
generated_0,311,0,,,,1,,,,,
generated_0,312,0,,,,1,,,,,
generated_0,313,0,,,,1,,,,,
generated_0,314,0,,,,1,,,,,
generated_0,315,0,,,,1,,,,,
generated_0,316,0,,,,1,,,,,
generated_0,317,0,,,,1,,,,,
generated_0,318,0,,,,1,,,,,
generated_0,319,0,,,,1,,,,,
generated_0,320,0,,,,1,,,,,
generated_0,321,0,,,,1,,,,,
generated_0,322,0,,,,1,,,,,
generated_0,323,0,,,,1,,,,,
generated_0,324,0,,,,1,,,,,
generated_0,325,0,,,,1,,,,,
generated_0,326,0,,,,1,,,,,
generated_0,327,0,,,,1,,,,,
generated_0,328,0,,,,1,,,,,
generated_0,329,0,,,,1,,,,,
generated_0,330,0,,,,1,,,,,
generated_0,331,0,,,,1,,,,,
generated_0,332,0,,,,1,,,,,
generated_0,333,0,,,,1,,,,,
generated_0,334,0,,,,1,,,,,
generated_0,335,0,,,,1,,,,,
generated_0,336,0,,,,1,,,,,
generated_0,337,0,,,,1,,,,,
generated_0,338,0,,,,1,,,,,
generated_0,339,0,,,,1,,,,,
generated_0,340,0,,,,1,,,,,
generated_0,341,0,,,,1,,,,,
generated_0,342,0,,,,1,,,,,
generated_0,343,0,,,,1,,,,,
generated_0,344,0,,,,1,,,,,
generated_0,345,0,,,,1,,,,,
generated_0,346,0,,,,1,,,,,
generated_0,347,0,,,,1,,,,,
generated_0,348,0,,,,1,,,,,
generated_0,349,0,,,,1,,,,,
generated_0,350,0,,,,1,,,,,
generated_0,351,0,,,,1,,,,,
generated_0,352,0,,,,1,,,,,
generated_0,353,0,,,,1,,,,,
generated_0,354,0,,,,1,,,,,
generated_0,355,0,,,,1,,,,,
generated_0,356,0,,,,1,,,,,
generated_0,357,0,,,,1,,,,,
generated_0,358,0,,,,1,,,,,
generated_0,359,0,,,,1,,,,,
generated_0,360,0,,,,1,,,,,
generated_0,361,0,,,,1,,,,,
generated_0,362,0,,,,1,,,,,
generated_0,363,0,,,,1,,,,,
generated_0,364,0,,,,1,,,,,
generated_0,365,0,,,,1,,,,,
generated_0,366,0,,,,1,,,,,
generated_0,367,0,,,,1,,,,,
generated_0,368,0,,,,1,,,,,
generated_0,369,0,,,,1,,,,,
generated_0,370,0,,,,1,,,,,
generated_0,371,0,,,,1,,,,,
generated_0,372,0,,,,1,,,,,
generated_0,373,0,,,,1,,,,,
generated_0,374,0,,,,1,,,,,
generated_0,375,0,,,,1,,,,,
generated_0,376,0,,,,1,,,,,
generated_0,377,0,,,,1,,,,,
generated_0,378,0,,,,1,,,,,
generated_0,379,0,,,,1,,,,,
generated_0,380,0,,,,1,,,,,
generated_0,381,0,,,,1,,,,,
generated_0,382,0,,,,1,,,,,
generated_0,383,0,,,,1,,,,,
generated_0,384,0,,,,1,,,,,
generated_0,385,0,,,,1,,,,,
generated_0,386,0,,,,1,,,,,
generated_0,387,0,,,,1,,,,,
generated_0,388,0,,,,1,,,,,
generated_0,389,0,,,,1,,,,,
generated_0,390,0,,,,1,,,,,
generated_0,391,0,,,,1,,,,,
generated_0,392,0,,,,1,,,,,
generated_0,393,0,,,,1,,,,,
generated_0,394,0,,,,1,,,,,
generated_0,395,0,,,,1,,,,,
generated_0,396,0,,,,1,,,,,
generated_0,397,0,,,,1,,,,,
generated_0,398,0,,,,1,,,,,
generated_0,399,0,,,,1,,,,,
generated_0,400,0,,,,1,,,,,
generated_0,401,0,,,,1,,,,,
generated_0,402,0,,,,1,,,,,
generated_0,403,0,,,,1,,,,,
generated_0,404,0,,,,1,,,,,
generated_0,405,0,,,,1,,,,,
generated_0,406,0,,,,1,,,,,
generated_0,407,0,,,,1,,,,,
generated_0,408,0,,,,1,,,,,
generated_0,409,0,,,,1,,,,,
generated_0,410,0,,,,1,,,,,
generated_0,411,0,,,,1,,,,,
